latitude,longitude,elev,ilplat,ilplng,iso
-20.5367,-175.3817,423,-19.7858,-175.0708,89.2470
58.3908,87.4950,636,57.6500,88.0700,89.2361
46.0358,58.5433,711,46.8383,58.5350,89.2089
13.7208,-16.3575,177,13.3483,-15.6267,89.2013
13.7217,-16.3567,177,13.3483,-15.6267,89.1638
-17.2142,-66.4000,16601,-17.0692,-67.2242,89.1524
13.7225,-16.3558,177,13.3483,-15.6267,89.1264
-34.9500,-62.1283,475,-34.2142,-62.5183,89.1262
-87.1650,104.1075,10183,-86.4258,98.6908,89.1261
52.0958,36.5375,898,52.4942,35.4042,89.1239
-37.6025,140.4825,846,-37.3967,141.4567,89.1184
-15.3025,-39.6300,3730,-14.6550,-40.1225,89.1015
57.6933,46.7792,666,57.3600,48.1308,89.0808
62.9658,-107.1042,1522,62.2650,-107.9367,89.0381
17.0500,-77.7517,16,17.8542,-77.7400,89.0087
60.1217,102.6650,1896,60.6650,101.4817,89.0014
-40.0367,144.0167,538,-40.4700,144.8967,88.9977
57.3500,105.8758,2614,56.5508,105.8842,88.9960
-23.0042,122.4517,1751,-22.3692,121.9208,88.9958
42.2567,-107.2392,10037,41.6467,-106.5433,88.9896
61.0567,148.0050,6122,61.5117,146.6417,88.9655
-78.2000,-33.5417,3694,-77.7192,-30.4958,88.9564
52.1000,36.5383,898,52.4942,35.4042,88.9405
46.0383,58.5517,711,46.8383,58.5350,88.9380
-15.3000,-39.6292,3730,-14.6550,-40.1225,88.9330
74.1558,-121.6208,1161,73.7608,-119.1175,88.9297
61.7058,68.3517,547,62.2733,67.1600,88.8876
23.9533,-80.4450,42,23.1508,-80.4508,88.8805
-23.0033,122.4508,1751,-22.3692,121.9208,88.8705
9.2900,31.1408,1469,10.0867,31.0358,88.8654
10.0842,40.7033,6948,9.3775,41.0875,88.8032
57.3125,78.1675,492,57.2808,79.6392,88.7910
41.6575,-118.7325,9428,41.5683,-117.6742,88.7670
37.2417,131.8650,551,37.4858,130.9108,88.7638
-40.0367,144.0200,538,-40.4700,144.8967,88.7583
46.0400,58.5375,711,46.8383,58.5350,88.7437
73.2658,-83.1167,4373,73.5600,-80.5300,88.7401
40.5717,-87.4050,915,40.2600,-86.4433,88.6534
40.5233,44.1950,13419,39.7283,44.2908,88.6528
46.0408,58.5317,711,46.8383,58.5325,88.6509
11.6917,-10.5067,3120,10.9967,-10.9108,88.6376
-78.3075,-46.3033,2322,-79.1008,-46.4158,88.6088
-2.7067,-45.2892,557,-2.5900,-46.0775,88.6079
13.2417,122.0133,3799,12.9583,121.2492,88.5979
60.8833,-43.7567,8238,61.6450,-44.2292,88.5800
-83.3833,-50.9467,6873,-82.6233,-52.8125,88.5770
24.7858,-110.7250,3478,25.4825,-111.1558,88.5616
62.3800,88.1767,958,62.1650,89.8183,88.5516
29.3308,108.9092,6351,29.7592,108.1383,88.5207
73.2658,-83.1092,4373,73.5600,-80.5300,88.5181
10.7033,-62.6308,4124,10.2008,-63.2600,88.5106
68.0558,153.3800,944,67.3125,154.1108,88.5033
73.2425,143.3100,997,72.7692,141.1342,88.4936
-21.9783,-46.3717,5892,-22.6775,-45.9558,88.4838
3.4717,-67.9750,2253,2.8017,-68.4100,88.4684
25.6733,52.4092,124,25.8692,51.5542,88.4673
-6.3142,147.0883,13520,-5.9533,146.3750,88.4660
23.8500,115.3650,4202,23.0608,115.2317,88.4560
62.3792,88.1783,958,62.1650,89.8183,88.4440
-22.5250,140.2800,1243,-21.8808,139.7733,88.4162
46.0433,58.5517,711,46.8383,58.5350,88.3819
46.0433,58.5333,711,46.8383,58.5325,88.3726
28.9467,90.1783,23642,28.1558,90.0633,88.3665
-38.6567,177.1217,4567,-38.1133,177.8608,88.3650
-19.2633,-158.9658,59,-18.9342,-159.7308,88.3619
25.5208,33.0233,2664,25.8958,33.8000,88.3282
-8.6508,-38.0225,3526,-7.8533,-38.0550,88.2730
-71.0258,-75.6508,1312,-71.3775,-73.4533,88.2588
46.5108,55.5808,728,47.2717,55.2525,88.2054
46.0450,58.5492,711,46.8383,58.5350,88.1945
39.7625,110.1667,5183,39.9542,109.1667,88.1761
-1.5383,127.6683,5285,-0.7608,127.4925,88.1701
-33.3658,146.2158,1771,-32.5900,146.4217,88.1680
61.9475,143.0250,9055,62.0467,141.3558,88.1619
-34.4667,172.7717,987,-35.1733,173.2125,88.1609
61.9467,143.0242,9055,62.0467,141.3558,88.1322
14.8217,33.7433,1837,14.1217,34.1333,88.1266
49.6783,-1.8792,623,49.1375,-0.9917,88.1263
-87.2083,101.9633,10183,-86.4900,95.9925,88.1019
-2.7067,26.6867,3956,-2.5300,27.4592,88.0983
-87.1650,103.6425,10183,-86.4325,98.3783,88.0705
16.6242,-24.3617,4278,17.0967,-25.0267,88.0684
23.0367,97.1567,7444,23.6775,97.6658,88.0191
4.8700,116.9825,5921,5.5483,116.5675,87.9967
47.4517,-102.9133,3297,46.8683,-103.6975,87.9856
61.8033,-154.1467,9828,61.5542,-152.5708,87.9358
-18.6283,123.3925,879,-18.0167,123.9233,87.9330
43.4258,116.1950,5515,43.4275,117.2808,87.9245
21.8675,69.7475,2004,21.5008,70.5008,87.8996
54.1867,7.8750,200,54.1508,9.2192,87.8768
38.1275,34.1667,10722,37.3508,34.3600,87.8720
58.9433,26.3692,561,58.1633,26.5950,87.8709
16.9067,101.0867,5889,17.6958,100.9975,87.8518
33.3958,54.6817,7854,32.6058,54.6175,87.8197
22.3900,-72.9017,131,21.8208,-72.3092,87.8052
-25.9300,126.5517,2110,-25.8750,127.4258,87.8034
0.2458,-68.6167,1145,-0.1217,-67.9175,87.7997
68.0000,-172.0900,3,67.6842,-174.0000,87.7947
-23.1025,-48.3617,3293,-22.4308,-47.9075,87.7947
21.0917,96.6008,7746,20.7358,97.3550,87.7922
24.3800,-111.7292,1794,24.6058,-110.8992,87.7681
36.3375,101.2008,16010,35.5775,101.4700,87.7552
64.2367,-143.8442,6543,63.5342,-144.6500,87.7491
25.9225,124.5600,246,25.9233,123.6842,87.7437
24.1692,95.7300,5524,24.9583,95.8025,87.7212
53.9358,-120.3867,10745,53.3975,-119.4175,87.7118
-18.0775,-66.8950,15849,-18.7900,-66.5317,87.7073
53.5775,80.4850,898,53.8842,81.7092,87.7051
52.0625,80.8133,1076,51.3700,81.4192,87.6903
-36.7325,147.3058,6516,-36.5108,148.2467,87.6799
65.7650,-177.5217,2670,66.5508,-177.5175,87.6283
11.1375,-3.2058,1853,11.9017,-3.4167,87.6035
57.0542,-110.4283,2211,56.4050,-111.2367,87.5988
36.6758,-4.9967,6293,36.9050,-4.0575,87.5979
29.4975,-105.4908,7526,29.8283,-106.3125,87.5917
11.6517,99.5792,4068,12.4283,99.4242,87.5584
56.1400,163.0050,4179,56.7733,162.1633,87.5560
33.4833,56.2000,6919,32.9000,55.5675,87.5459
23.4650,79.7383,2457,23.1467,80.5217,87.5398
9.7033,35.5392,8166,10.4883,35.6408,87.5391
9.3150,167.2075,75,8.7267,167.7400,87.5335
59.8725,137.1175,5761,60.2500,138.4958,87.5320
-15.7433,-144.6150,52,-14.9550,-144.5483,87.5235
51.3233,-64.3125,3350,50.9542,-65.4167,87.5124
34.4150,-112.4042,7979,35.1867,-112.2058,87.5098
-1.9883,113.7508,495,-1.2883,113.3842,87.4964
57.2242,38.4900,967,56.4800,38.0300,87.4924
26.4058,-101.6975,8602,27.0083,-102.2658,87.4918
22.3858,-72.9017,131,21.8208,-72.3092,87.4754
-6.0275,120.5567,2024,-5.4300,120.0392,87.4725
14.8875,93.6317,219,14.1442,93.3558,87.4537
63.2467,43.8533,859,63.4050,45.5625,87.4381
50.2017,74.8633,3382,49.4750,75.3267,87.4274
-14.9033,-48.0875,4527,-14.2092,-47.7000,87.4239
-87.1750,102.9942,10183,-86.4717,96.7575,87.4146
38.0100,117.6808,144,37.6167,118.5408,87.4098
27.4992,111.7408,4908,27.7092,110.8875,87.3953
36.0200,79.4608,22132,35.7942,80.3883,87.3942
34.4667,63.0333,11666,33.7575,63.4458,87.3872
-13.4142,-40.3533,3523,-13.5675,-41.1450,87.3747
47.2883,-53.1200,1100,47.8908,-53.8658,87.3740
-36.5142,-69.2858,12500,-36.1667,-70.1592,87.3716
59.2550,155.0108,3772,59.3308,153.4850,87.3582
46.0525,58.5450,711,46.8383,58.5350,87.3571
35.3542,134.5142,4954,35.3750,133.5533,87.3518
-29.8283,127.2583,833,-29.1117,127.6325,87.3353
32.7908,73.0867,3592,32.5442,72.2025,87.3319
1.2458,36.6675,8612,0.9500,37.3950,87.3278
21.4283,4.8617,3110,22.2167,4.8742,87.3000
16.0458,-22.7575,1181,16.8208,-22.9092,87.2796
58.9383,26.3742,561,58.1633,26.5950,87.2771
-20.0358,31.4225,5072,-19.4050,30.9233,87.2631
23.5000,-12.8075,1883,23.0433,-12.1125,87.2600
17.9042,-7.8517,1184,18.6725,-8.0358,87.2424
13.3583,-1.7408,1715,12.7667,-2.2725,87.2323
35.3292,8.0008,5613,35.3900,7.0442,87.2098
11.3700,33.9575,4022,10.9058,34.6025,87.1798
58.9375,26.3750,561,58.1633,26.5950,87.1782
31.9417,-1.9317,6410,32.3383,-1.1342,87.1567
20.7592,56.8583,593,20.8933,56.0333,87.1497
-27.7908,22.6733,6024,-27.8783,23.5525,87.1491
53.5842,80.4892,898,53.9275,81.6767,87.1490
34.1575,-108.1892,10229,33.9592,-109.1025,87.1427
-19.2850,133.9600,1417,-19.9883,134.3325,87.1107
38.1583,15.9200,6414,37.8083,15.0325,87.1106
-0.1942,24.7442,1856,-0.3917,25.5017,87.1053
17.9083,-7.8400,1184,18.6725,-8.0358,87.0781
45.5575,127.8617,3093,45.4942,128.9725,87.0662
45.1775,135.8067,5173,45.7867,136.5067,87.0566
63.5358,61.8058,1007,63.8442,60.1892,87.0504
50.3092,58.4467,1669,49.5717,58.8525,87.0504
49.9550,106.4108,5075,49.4983,105.4308,87.0199
-28.4192,142.2975,935,-29.0792,141.8150,87.0152
17.9092,-7.8392,1184,18.6725,-8.0358,87.0095
9.1792,92.7750,259,8.4442,93.0567,86.9960
71.3817,-175.6642,1220,71.1858,-178.0133,86.9491
-12.3150,-40.4825,3293,-11.8217,-41.1042,86.9444
22.5408,88.2983,177,22.7508,87.4833,86.9399
27.5400,-98.9667,940,27.3058,-99.8058,86.9395
45.3867,17.3317,3277,44.6333,17.0358,86.9071
14.8825,93.6308,219,14.1442,93.3558,86.9029
54.6350,29.7450,951,55.1583,30.7500,86.8987
2.9667,-78.1833,1085,2.5567,-77.5167,86.8909
0.8600,99.7683,7215,0.2017,100.1942,86.8665
76.6267,-109.0142,895,75.8550,-108.5975,86.8475
27.0683,118.7783,5931,27.7533,119.2050,86.8432
17.1442,43.4425,9514,17.9150,43.2917,86.8018
54.2200,54.4825,1410,53.5175,55.0542,86.7627
-18.5992,179.8792,1509,-18.0383,179.3058,86.7567
9.6467,3.1858,1771,10.2325,2.6600,86.7382
2.9175,98.4300,8061,3.5133,97.9225,86.7317
-5.4175,37.0008,6555,-6.0325,37.4867,86.7249
41.0208,-114.0775,10716,40.9892,-115.1075,86.7234
12.5542,34.3533,2286,11.8250,34.6458,86.7160
39.6975,60.1433,685,39.4750,61.1108,86.7077
27.5250,-98.9642,940,27.3058,-99.8058,86.7013
15.6867,38.7450,8556,15.1300,39.3133,86.6941
24.3092,5.5658,7595,25.0800,5.4175,86.6936
28.7767,19.3917,1062,28.6575,18.5150,86.6651
10.9075,-65.3108,164,10.1708,-65.5800,86.6453
30.4050,53.6250,11315,30.7817,52.8342,86.5815
36.2892,137.6483,10466,35.6742,138.2392,86.5783
46.1800,18.3775,2238,45.4917,17.8567,86.5491
-13.8683,167.5083,3106,-14.4567,168.0367,86.5473
24.0758,-105.7400,10524,24.6033,-105.1108,86.5471
19.3958,78.2000,2178,19.2275,79.0042,86.5430
40.1875,55.7767,1591,39.6800,55.0083,86.5345
57.0700,-3.6692,4295,56.7975,-5.0000,86.5155
-28.4242,142.2967,935,-29.0792,141.8150,86.5050
-5.1908,141.8708,11676,-4.9908,141.1167,86.4990
52.8508,-81.1317,121,53.2467,-80.0217,86.4947
52.3792,15.3208,767,51.6650,15.8183,86.4911
-28.1025,115.6350,1486,-27.8975,116.4833,86.4797
46.1383,47.0608,49,46.3675,45.9892,86.4721
63.5842,63.6017,859,63.5283,61.8667,86.4613
67.9425,12.9375,3376,68.2992,14.7817,86.4189
-71.0000,-75.5483,1312,-71.3750,-73.4492,86.3832
38.5858,-75.4508,127,38.3858,-76.4075,86.3704
-19.3400,-139.2367,49,-18.5600,-139.2175,86.3627
67.7083,-159.4050,4700,68.3692,-158.3275,86.3478
-35.9850,-65.6000,1305,-35.3742,-66.1908,86.3372
12.8783,0.4033,1338,13.3867,-0.2008,86.3355
61.8825,28.5500,656,62.6558,28.4708,86.2863
42.9583,-2.3300,5089,43.0225,-1.2758,86.2655
47.8142,-100.7625,2298,47.3158,-99.8842,86.2449
45.3800,17.3333,3277,44.6333,17.0358,86.2300
63.1592,68.5908,593,62.6667,67.2825,86.2231
-54.7533,-67.6308,4888,-54.8917,-68.9500,86.1758
63.1575,68.5925,593,62.6667,67.2825,86.1715
65.2267,13.7958,5577,65.9800,14.2108,86.1496
27.8592,35.7417,7503,28.5633,35.3700,86.1460
59.9942,108.8400,1856,59.5683,107.5625,86.0170
57.8083,-119.5958,3480,57.0408,-119.4358,86.0143
-7.0800,120.6658,1643,-6.3175,120.5133,85.9928
70.7383,-100.3100,167,71.4167,-99.1833,85.9750
61.1317,58.9292,4796,60.4192,59.5333,85.9453
30.9217,-105.0858,7484,30.6867,-104.2300,85.9450
-33.9583,20.4358,5570,-33.4258,21.1092,85.9404
46.6700,47.8717,39,46.1383,47.0608,85.9087
53.4817,55.0842,1584,53.3658,56.3617,85.8972
61.1308,58.9283,4796,60.4192,59.5333,85.8772
36.4317,49.1042,9665,37.1908,48.9183,85.8647
-31.5850,26.2033,7208,-32.3392,26.4083,85.8436
53.8933,96.0075,9587,53.6408,97.2375,85.8371
-6.6167,110.8908,5256,-7.1792,110.3558,85.8228
-30.3250,24.2808,5561,-30.7092,25.0567,85.7844
44.8967,63.1142,469,45.5850,63.6083,85.7762
59.9933,108.8358,1856,59.5683,107.5625,85.7713
22.2775,13.3867,3034,22.1617,12.5642,85.7661
-37.3833,144.5758,3323,-37.5142,145.5308,85.7430
61.2075,138.7050,7296,61.9683,138.9433,85.7262
-6.4433,155.6092,7385,-5.9450,155.0158,85.7253
32.0383,23.6725,702,32.4642,22.9133,85.7185
36.9833,-25.0908,1936,37.7525,-25.1767,85.7040
-15.2617,30.6533,4612,-14.9883,29.9075,85.6828
17.9200,-7.8458,1184,18.6725,-8.0358,85.6775
39.3442,72.8775,23406,38.9517,72.0242,85.6754
46.6900,-75.5950,2550,46.3508,-74.5925,85.6675
60.6133,7.7917,6332,61.3675,8.0950,85.6250
-0.8908,145.5492,85,-1.5083,145.0858,85.5632
51.3175,35.8375,892,51.4967,37.0333,85.5610
-18.9325,-46.8758,4192,-19.7050,-46.8642,85.5211
51.6483,131.6242,4895,52.0092,132.7192,85.4998
25.6983,-98.7275,1033,24.9292,-98.7942,85.4707
-27.8275,22.6867,6024,-27.8783,23.5525,85.4661
25.5142,111.3292,6594,26.1342,110.8225,85.4318
59.0950,38.5950,853,59.6267,37.5125,85.4278
12.2900,18.8708,4941,11.9033,18.1917,85.4173
-3.9525,-49.6967,1030,-4.5608,-50.1708,85.4161
-5.2842,122.8050,2522,-4.5292,122.9675,85.4121
12.8650,39.4892,12930,12.1675,39.1525,85.3981
35.5183,56.7258,7326,35.9492,55.9442,85.3551
66.1142,113.5808,2339,66.1558,111.6942,85.3333
24.0217,-74.4867,134,24.1450,-75.3150,85.3309
-3.9525,-49.6983,1030,-4.5608,-50.1708,85.3022
51.6075,-106.0333,2310,51.2383,-107.1075,85.2596
-10.1592,32.3975,5669,-10.2642,33.1683,85.2533
23.6542,10.8792,4589,24.0642,10.1708,85.2522
0.5867,-90.7550,2063,0.0775,-91.3300,85.2447
28.4400,114.1650,5229,28.8475,114.9042,85.2197
53.1375,-69.6167,2906,52.4617,-70.2108,85.2193
40.3950,39.0650,10849,39.7917,39.6825,85.2104
53.3833,-1.8775,2089,54.1458,-1.9925,85.2053
0.5842,-90.7533,2063,0.0775,-91.3300,85.2021
28.4392,114.1658,5229,28.8475,114.9042,85.1999
37.7967,35.1567,12359,38.5292,35.4458,85.1658
-34.4633,-66.4483,2591,-33.7108,-66.2658,85.1531
-17.7233,137.7375,1269,-18.4483,138.0067,85.1517
-18.9358,-46.8742,4192,-19.7050,-46.8642,85.1498
1.9117,13.2117,3116,1.1417,13.2050,85.1451
-5.1533,27.8933,4324,-5.5417,28.5567,85.1447
-4.6825,21.7175,2303,-5.0592,21.0483,85.1118
26.3542,107.3358,6325,26.3933,108.1875,85.1062
55.2767,-87.4858,472,54.7067,-88.3717,85.0948
33.6800,74.5408,15568,33.9633,75.3950,85.0919
49.2100,27.4267,1299,49.1717,26.2608,85.0854
38.9100,-115.4250,11513,39.3325,-114.6042,85.0814
15.1950,74.3917,3398,15.9208,74.1308,85.0496
-2.1042,28.7392,10853,-1.5283,29.2458,85.0415
53.3850,-1.8742,2089,54.1458,-1.9925,85.0408
1.6117,-49.9850,124,1.4833,-50.7383,85.0227
-70.9317,-75.3667,1312,-71.3733,-73.4458,85.0166
13.2075,31.6200,1774,12.5233,31.2633,85.0142
36.5033,56.9617,9678,37.2558,57.1392,84.9956
-25.0000,-56.0708,1423,-25.7442,-56.2750,84.9600
22.5125,23.5450,2473,22.4242,24.3650,84.9588
29.3758,82.6375,22582,28.7550,83.1492,84.9561
-1.5833,111.5908,3963,-1.1117,110.9883,84.9465
25.6458,-103.9083,9245,25.1583,-103.2567,84.9459
9.4308,-0.2792,951,9.1575,0.4433,84.9410
-11.5083,-46.5867,3038,-12.2492,-46.3817,84.9402
-16.8308,-153.9208,42,-16.5100,-154.6442,84.9345
26.8158,95.5233,9121,26.1083,95.1958,84.9189
11.4567,36.1883,8960,10.9992,36.8125,84.8930
37.7892,58.0875,9671,37.0400,57.8950,84.8755
-8.2208,125.0217,5974,-8.8167,125.5075,84.8738
68.3725,-158.3142,4937,68.5708,-160.3142,84.8662
29.7050,1.9050,1909,29.1717,2.5325,84.8614
9.1617,92.7833,259,8.4442,93.0567,84.8613
15.5225,51.2292,4888,15.3117,50.4692,84.8480
58.2350,125.7058,5223,57.5358,125.1392,84.8154
64.1933,-130.3333,8773,63.4325,-130.3258,84.8147
47.1167,-112.7392,9411,46.3733,-112.9892,84.8132
54.6233,-106.2358,2395,53.8675,-106.4000,84.8099
49.0575,85.4292,11007,49.1358,86.5842,84.7973
3.8233,102.0942,6913,4.2217,101.4417,84.7956
63.9533,-80.9575,1043,64.5208,-82.1208,84.7801
15.1108,21.6775,4268,14.3450,21.6592,84.7589
-20.8050,115.3900,200,-21.0808,116.1500,84.7422
70.2350,-107.5608,787,70.2775,-105.3175,84.7400
-16.8258,-153.9208,42,-16.5100,-154.6442,84.7057
52.8600,-111.6992,2900,52.1667,-111.1842,84.7044
-64.2417,-60.5833,6883,-64.2175,-62.3275,84.6837
35.8192,46.5367,10367,35.0608,46.4317,84.6753
65.2792,70.6733,377,64.5283,70.4042,84.6751
70.2358,-107.5592,787,70.2775,-105.3175,84.6704
-72.6417,-91.2533,1036,-73.3825,-91.8133,84.6680
-28.2575,25.2575,4681,-28.4783,26.0842,84.6496
-11.5492,-73.7083,12066,-11.9300,-74.3817,84.6277
27.8092,-81.5383,300,28.5558,-81.7183,84.6144
20.0117,-75.6267,4098,20.0742,-76.4325,84.5893
-16.8250,-153.9217,42,-16.5100,-154.6442,84.5882
-8.6175,-44.3825,2125,-9.2208,-43.9100,84.5764
35.6967,110.1458,5820,36.1200,110.9250,84.5763
1.7208,109.6683,5217,1.0033,109.9317,84.5756
65.5833,-14.7792,4114,65.1825,-16.3233,84.5713
29.7042,1.9083,1909,29.1717,2.5325,84.5650
20.2392,75.0808,3120,20.3400,74.2783,84.5645
46.1150,137.0200,5725,46.8433,136.7033,84.5352
-3.4150,38.2925,7211,-3.2092,37.5600,84.5277
-8.6150,-44.3783,2125,-9.2208,-43.9100,84.5149
66.0683,-153.6900,4234,65.3192,-153.9683,84.5077
28.4700,120.2958,4901,28.6433,119.4550,84.4901
66.0400,-171.1775,3080,66.5475,-172.5750,84.4758
-8.0900,-46.8667,2099,-8.2267,-46.1125,84.4724
-3.8058,33.2800,4826,-3.3533,32.6675,84.4656
64.4550,-50.5192,5351,63.7217,-50.0842,84.4589
9.0967,125.7050,6299,8.6192,125.1058,84.4568
37.6167,118.5408,160,36.8975,118.2300,84.4442
58.1242,84.7742,567,57.3692,84.9042,84.4423
34.9358,92.2292,18188,34.9108,91.3058,84.4132
60.0075,83.8975,574,59.8433,85.3708,84.4003
66.3683,101.1650,3343,66.7583,99.5358,84.3996
42.6792,57.8217,898,42.9833,56.8758,84.3942
-8.6192,-44.3817,2125,-9.2208,-43.9100,84.3747
59.9100,137.1417,5761,60.2500,138.4958,84.3604
65.5358,-167.1450,2898,64.9217,-166.0917,84.3553
58.1233,84.7733,567,57.3692,84.9042,84.3545
-18.5583,26.2308,3769,-18.3150,26.9875,84.3505
43.6658,-92.6783,1440,43.2525,-93.5525,84.3438
35.8308,91.9475,19236,36.0358,91.0475,84.3404
43.2683,60.4092,485,42.5133,60.5175,84.3400
29.7042,1.9117,1909,29.1717,2.5325,84.3337
2.2292,128.4333,4101,1.6933,127.8942,84.3130
9.4425,18.6658,1899,9.0958,17.9825,84.3047
29.7058,1.9142,1909,29.1717,2.5325,84.2902
20.3650,-103.4367,9711,19.6225,-103.6150,84.2895
43.6017,102.0458,8556,43.6442,101.0033,84.2738
54.8850,157.6133,6574,55.6408,157.6850,84.2698
-34.8808,-56.2608,440,-34.7675,-55.3500,84.2690
58.1225,84.7725,567,57.3692,84.9042,84.2667
82.9925,-44.4158,4629,83.2800,-38.5758,84.2569
-7.5658,15.2958,4396,-8.3142,15.4392,84.2569
25.5483,72.3567,3106,24.7900,72.4208,84.2535
0.9733,24.8950,1916,1.6942,24.6500,84.2396
2.7933,19.0733,1594,3.2650,19.6683,84.2315
-8.6208,-44.3817,2125,-9.2208,-43.9100,84.2293
9.2300,-79.3833,3304,8.6883,-79.9217,84.2238
32.1633,100.7417,16633,31.4675,100.3850,84.2230
-8.6183,-44.3783,2125,-9.2208,-43.9100,84.2227
-8.6217,-44.3825,2125,-9.2208,-43.9100,84.2132
29.6650,30.6217,1148,29.5033,31.4708,84.2011
5.0383,22.1125,2516,5.5933,22.6325,84.1951
34.6542,119.2892,2051,35.3475,118.9142,84.1928
50.4283,-88.1208,1509,49.9433,-89.0258,84.1889
55.6925,41.2533,649,56.1758,40.2175,84.1831
58.1225,84.7900,567,57.3692,84.9042,84.1761
29.7058,1.9158,1909,29.1717,2.5325,84.1752
-9.7933,-48.8925,2283,-10.1750,-48.2283,84.1736
45.3400,23.5400,8264,45.5850,24.5583,84.1690
-22.0267,-136.2025,49,-21.3425,-136.5567,84.1558
25.2325,54.2142,223,24.6533,54.7533,84.1490
16.5300,111.6083,36,16.8333,112.3317,84.1400
-8.6208,-44.3800,2125,-9.2208,-43.9100,84.1165
22.4633,73.5158,2654,21.7442,73.7783,84.1148
-8.6333,25.8433,3950,-8.9592,26.5342,84.1148
63.8883,28.2417,1204,64.6425,28.1967,84.1043
28.0142,-4.1242,1925,28.7275,-3.8317,84.0946
55.6933,41.2525,649,56.1758,40.2175,84.0833
75.9400,-120.0075,896,75.6683,-117.1442,84.0636
62.6367,95.8142,2746,61.9375,96.4217,84.0597
3.0433,14.7067,2667,3.6633,14.2692,84.0471
61.6175,-99.8125,1345,61.1500,-98.5792,84.0224
-4.6517,21.6875,2303,-5.0592,21.0483,84.0059
46.6158,109.2742,5620,47.3342,108.9317,84.0031
34.3350,-2.5667,5606,34.5517,-3.4425,84.0024
59.3458,-129.7700,7513,58.8608,-128.6475,84.0000
48.2417,44.0725,597,48.9675,43.7575,83.9913
6.5442,-8.7508,2096,7.3000,-8.8242,83.9791
-4.8733,-73.1025,675,-5.3892,-72.5467,83.9749
55.8675,74.7458,495,56.6175,74.8867,83.9653
59.3883,146.9367,4189,59.4675,145.4658,83.9473
67.4242,134.8683,5324,66.7008,135.4008,83.9281
-28.9275,118.7558,1840,-29.6650,118.9500,83.8939
2.4908,40.9150,2457,3.1492,40.5400,83.8903
48.2417,44.0675,597,48.9675,43.7575,83.8901
57.5300,125.1375,5259,56.8108,125.5500,83.8862
48.2425,44.0708,597,48.9675,43.7575,83.8680
-51.5850,-60.0342,2290,-51.6917,-58.8350,83.8614
0.9667,-77.8833,15630,0.3675,-78.3450,83.8457
38.6317,90.6400,15748,38.3775,89.7350,83.8308
19.6700,111.0183,1076,19.2800,110.3342,83.8054
-74.0042,-20.3142,219,-74.0900,-17.6017,83.7905
29.7058,1.9217,1909,29.1717,2.5325,83.7739
44.3400,129.8825,3658,43.6175,130.1808,83.7715
48.2417,44.0608,597,48.9675,43.7575,83.7575
29.7033,1.9192,1909,29.1717,2.5325,83.7507
-28.4725,143.7308,902,-28.2842,144.5583,83.7498
-15.2267,-147.7575,68,-15.8050,-148.2608,83.7337
-28.9292,118.7558,1840,-29.6650,118.9500,83.7139
55.8700,74.7425,495,56.6175,74.8867,83.7107
-18.7558,-141.7558,45,-18.1458,-142.2242,83.7025
44.5442,-72.8142,4393,44.1625,-73.7192,83.6954
-16.8158,-153.9267,42,-16.5100,-154.6442,83.6888
13.5767,-80.0925,19,14.2850,-80.3642,83.6867
70.6983,-22.0050,4616,70.0208,-22.9617,83.6759
59.5250,142.2292,4242,60.2575,142.5583,83.6625
69.9458,-25.6058,7273,69.3983,-27.0800,83.6596
32.3450,-106.5617,8980,32.7508,-105.8108,83.6593
26.1167,111.8975,5246,25.5483,111.3483,83.6406
26.1158,111.8983,5246,25.5483,111.3483,83.6263
53.4217,43.2517,951,53.6850,44.4333,83.6188
59.9925,42.0258,830,59.5475,43.2242,83.6115
61.0250,80.7083,403,61.3467,82.1125,83.6025
54.8983,69.1883,505,55.0708,67.9175,83.5910
2.4433,-61.4442,4855,1.7658,-61.7775,83.5887
70.0633,152.9558,1883,69.7533,150.9717,83.5851
-8.0775,35.1075,7122,-7.8875,35.8408,83.5345
37.8942,14.0250,6493,37.7425,14.9542,83.5254
-71.3667,35.6908,8104,-72.0183,36.8625,83.5198
-28.9308,118.7575,1840,-29.6650,118.9500,83.4975
-5.8450,110.4550,1571,-6.4408,110.9183,83.4956
-70.7933,-74.9075,1312,-71.3675,-73.4283,83.4913
29.7025,1.9225,1909,29.1717,2.5325,83.4562
-17.4750,140.7983,213,-18.1483,140.4442,83.4476
12.1667,52.2575,1847,12.1600,53.0242,83.4445
-4.8892,-73.1100,675,-5.3892,-72.5467,83.4158
35.3792,64.3483,11358,34.6275,64.3608,83.3987
68.0000,-172.2050,3,67.6842,-174.0000,83.3823
33.2400,-119.5058,907,33.9692,-119.7242,83.3761
0.2750,14.1400,2450,-0.0333,13.4567,83.3586
-3.2125,-43.6500,410,-3.4642,-42.9433,83.3179
-5.2442,-72.3900,702,-5.7192,-71.8067,83.2916
33.3592,-114.0825,4877,33.8108,-113.3658,83.2810
-22.0050,-136.1758,49,-21.3425,-136.5567,83.2741
59.3933,62.4467,521,58.7075,61.8700,83.2589
-17.4258,-65.5267,15364,-17.2442,-66.2867,83.2485
25.1900,-101.3775,11286,25.3667,-100.5742,83.2458
-83.9167,-56.0833,6480,-83.3867,-51.3408,83.2216
47.9092,72.6850,3674,47.1608,72.6758,83.2042
55.0708,67.9175,541,54.7675,66.7317,83.1981
20.0200,96.4308,6200,20.5325,97.0133,83.1976
